timestamp,job_id,jitter_ms,version,prevhash,coinb1,coinb2,extranonce1,extranonce2,merkle_branch,ntime,nbits,nonce
1768125334.5846975,61263,175.06040004082024,20000000,63d2dc4b588dd73f6584506e203d09913381f90e63770ebb8228bb04b3137b82,25b2f92b0d4a3ec47c06582cf22076d5ab7cbdb165901058627037be3bc20332,8ea355e7fe8ccd2ab81ccccf2ef616645646e30b94208788e61ca96bdbfdb52b,0000ffff,92020000,[],69637396,1d00ffff,ee98231f
1768125334.6911297,9bce,105.3420000243932,20000000,2f9c80cf12ff7077281df0090ae02cf34a9d7e03613e17720085288e27611f60,686c22531f3f3ab2d38b1e28ffa586690fdaf6f23d48081381b3d078493c7bdb,cd9d78d027e7ec0f2b5e390f741dd8a5289a99fa537f482336b1100df11c0c7a,0000ffff,65010000,[],69637396,1d00ffff,5d306dea
1768125334.759406,d033,67.45369988493621,20000000,11aa1df0a0b9d7a85583f5ac60a171645b34c23427ed9ba02e22020247aa4d3d,c2361da7f0a3e263d975742244e5b256ac86def76cf5682b59e431d9c3138f66,3e6cc33dad86f62e35a92b68665c8d501dc02ca4ac30786c644c853c2092aa63,0000ffff,c9000000,[],69637396,1d00ffff,0a52a735
1768125334.8105137,bbd78,50.289500039070845,20000000,99b7edb2614f392055043f71c72c2e0b913ee3a570d408b8b7de4e6f550ba033,5aef7b1d45dbb58d8ccea691d1774d8a81404afb2df086093c00e5a82cf1f046,c8abc18e938782e3730682c909895312821c627c203cd50bfadfefbd11ec1d4f,0000ffff,75000000,[],69637396,1d00ffff,0ce27bc4
1768125334.8438613,1b4bc,32.45129995048046,20000000,f351f8dac08f6cb7b00a608fd21f2ccd4e0fb4058e22c46d0236e1e234ac7fbd,071cb6cd19d8ada59482e86de75329d58c0ec972f6550f22fffcfa51c04ef3a3,2f41075ab476e557049e324849ab26bd8db50f556bea451a5b51799c81f71c8b,0000ffff,2e000000,[],69637396,1d00ffff,0bbd68a6
1768125334.933419,a0520,88.529699947685,20000000,ba7302035b26ead9446276466ae127b063b91b62aee55bb43ac70bb95c90b49b,5d373186189051470564141dac1817769f4652dc32ae0935c46c689340321990,ab5c79978658326fdb9548444d079725172ba590a5fea8f84d77f0e73598d376,0000ffff,9b000000,[],69637396,1d00ffff,72773e54
1768125334.9857836,b3d4b,51.277299877256155,20000000,d56c7f397ead6586fec2fe087e31ce3d0d4f90be3431943fce008175f8e32a5a,c7841d55d869b446022c3da21cb09ea4f98a392713bd58aad9c2634217214dd3,febf696a6edf3790b2997e511d3c0944d102ba985b3ab0668d40f403ae7b8f0b,0000ffff,82000000,[],69637396,1d00ffff,101ff725
1768125335.1216264,1220,134.97639982961118,20000000,506a018afd72c961395afd0a228647cf4df251f062cc018540628b62e8a21523,9134a9bbad67ba64a5ff67a2e7ea705e03138ff804cb106dc3c21a9836736b02,2591cf1f7195b2b58e381062059285dbbe1ff39401308dc25607e0377c3207fc,0000ffff,e1010000,[],69637396,1d00ffff,8eafba68
1768125335.3115122,e9d,189.04439988546073,20000000,ded2bd60cf557aa6106f69072eaf2e3c46edc4d6b6b18ada8e9d146eb9a2e785,e568bec6e7946133c943c620351fbed0233192a8a82003ba232175262993f8a8,335159a508c15c20f8917b81b2ee8124f1fab9436e70662941c07697ba4a2e8c,0000ffff,cb020000,[],69637397,1d00ffff,6d7d25b8
1768125335.3126462,e9d,0.34840009175240993,20000000,ded2bd60cf557aa6106f69072eaf2e3c46edc4d6b6b18ada8e9d146eb9a2e785,e568bec6e7946133c943c620351fbed0233192a8a82003ba232175262993f8a8,335159a508c15c20f8917b81b2ee8124f1fab9436e70662941c07697ba4a2e8c,0000ffff,d0020000,[],69637397,1d00ffff,8d89b666
1768125335.3418672,24164,28.331599896773696,20000000,611624ed0fdd53ae1214ac91433c3de1d63d1b9bfe8c5894427ff0173e0a6f63,65fc2227b1c551f8cf749b581cf317598c94b838e5c3b2eca83ea874a32d4f77,caf46d7ad7f9baf7b9c87174f78e7eb9f29ae3347de00da2e529f969b2f72674,0000ffff,1e000000,[],69637397,1d00ffff,d55be326
1768125335.3696902,75831,26.809500064700842,20000000,41efe44b0e52fe50b329f1cd45a8fc24bc808f29a8bfbac8a025733f188477e1,90c53b5448171d6449b5491d55f876271fa7bda80aeef19a8eedbc777ac2cf80,dbb331bcca630fefc58bc057fed7074ada7c65a60218584dacac32eda105c48f,0000ffff,1b000000,[],69637397,1d00ffff,755af164
1768125335.4446146,80216,73.94090015441179,20000000,6097433974ba19dc16d7f3643b7df32c2ceebeb685076114537c35c787228a5f,072f5f1ed12dbe3e98959074546283cb6369d3bf373f1e1b3848ff12ee24b732,a0e8b90b32fe63099713a8d364524336225eca11dd6d204480c4ebf9348b7912,0000ffff,59000000,[],69637397,1d00ffff,440f9959
